,Total Images,Total Annotated Images,Total UnAnnotated Images,Total Bounding Box,Domain,Part ID,Part Name
0,31,31,0,218,inspectrontools,64089a091e722c7247c89469,test1
1,3,1,2,2,inspectrontools,6408ce9a2747fd1bb94ca899,witorchpipe
