,Total Images,Total Annotated Images,Total UnAnnotated Images,Total Bounding Box,Domain,Part ID,Part Name
0,71,71,0,597,markk,638ddaa5413059b069f81050,dell
1,71,71,0,71,markk,63ef1e63a36dfd59b0905496,imamis
2,142,142,0,1372,markk,63feef08f1d6655e9305824c,mate
3,261,261,0,324,markk,6412db083acf6043df56529c,imamis1
