,Total Images,Total Annotated Images,Total UnAnnotated Images,Total Bounding Box,Domain,Part ID,Part Name
0,63,63,0,68,autent,624ab6220ea5a498d5f99b69,Bolts
1,0,0,0,0,autent,624ae16d0ea5a498d5f99f0e,EGR cooler motor support
2,285,285,0,660,autent,6274df784f8dd6b9919c23ac,kat bolt
